study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_AN,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,X002_02B,V002,V002A,V002A_01,V001,V001A,V001A_01,X007,X026,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050021,5919,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,54,17.24,18.18,20180215,NA,NA,NA,128,en,0.843626249193557,2.8324437360179,0.56,UKC,UKC1,NA,NA,1,1,1,1,1,4,1,1,3,9,7,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,2,4,1,2,3,2,2,4,2,2,1,1,1,3,3,3,3,3,4,2,4,2,1,1,2,2,1,3,1,2,3,3,3,2,1,2,3,8,3,1,1,2,3,1,3,2,3,3,3,3,2,2,1,1,4,4,1,4,1,NA,82602,10,3,10,8,10,10,10,1,10,10,7,1,1,1,4,1,3,3,1,2,4,2,2,NA,3,1,1,1,1,1,10,1,1,1,1,4,4,7,10,10,6,3,1,10,1,1,3,3,3,2,2,2,1,1,1,1,1946,72,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,1,1,0,1,4,2,4,2,4,4,2,33,NA,8,33,NA,NA,6
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050022,5919,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,44,18.3,19.14,20180328,NA,NA,NA,128,en,0.410445678748666,2.8324437360179,0.56,UKC,UKC1,NA,NA,1,1,2,1,2,1,3,2,3,6,5,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,5,2,4,2,4,2,4,3,5,1,2,2,2,2,2,2,4,4,4,3,1,3,2,4,3,1,1,3,1,1,2,2,3,6,9,1,7,3,3,2,3,3,2,3,3,3,3,3,3,3,2,2,3,6,4,4,4,1,NA,82601,6,1,10,5,1,10,10,1,1,10,7,3,1,1,4,3,4,3,1,3,4,2,8,NA,6,1,1,1,0,0,6,1,1,1,1,10,3,10,10,2,6,5,1,1,1,2,3,1,1,3,3,2,1,4,1,2,1951,67,6,3,2,276,DE,1,826,GB,1,826,GB,5,2,2,2,8,3,NA,NA,0,1,NA,NA,2,8,2,42,NA,3,NA,NA,NA,6
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050023,5919,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,56,11.37,12.33,20180306,NA,NA,NA,128,en,1.00593723734237,2.8324437360179,0.56,UKC,UKC1,NA,NA,1,1,2,1,3,1,3,3,3,5,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,2,2,2,4,2,4,2,3,4,5,1,3,2,3,1,3,3,3,3,4,4,3,4,1,3,1,2,2,0,1,1,3,1,2,3,3,6,4,8,10,4,4,4,4,3,1,3,4,4,4,3,3,3,3,4,3,2,4,2,4,1,NA,82666,8,2,10,10,1,10,10,10,8,10,7,1,1,1,4,2,3,2,2,2,4,0,8,NA,7,2,0,0,0,0,1,1,1,1,1,10,10,10,10,10,10,5,1,10,1,2,3,4,4,3,3,3,1,1,1,2,1968,50,4,3,1,826,GB,1,826,GB,1,826,GB,1,1,1,3,2,1,7,3,7,3,NA,NA,1,1,1,33,NA,3,54,NA,NA,9
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050024,4401,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,37,11.17,11.54,20180224,NA,NA,NA,128,en,0.931816205297525,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,1,4,1,4,1,1,9,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,4,1,1,4,5,5,5,2,4,1,1,1,3,4,3,4,4,4,4,4,1,2,4,1,2,1,1,2,4,3,3,3,1,7,10,2,2,1,4,1,4,3,4,4,3,4,4,4,4,2,4,3,2,7,4,4,4,1,NA,82666,3,1,6,6,10,1,10,1,3,10,8,1,1,1,4,4,2,4,1,4,4,0,8,NA,7,3,0,0,0,0,1,2,8,6,1,7,8,5,10,10,10,6,5,8,1,1,2,4,3,2,1,1,1,3,3,1,1960,58,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,3,2,3,2,0,1,0,1,1,1,2,74,NA,6,33,NA,NA,9
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050025,4401,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,71,10.21,11.32,20180306,NA,NA,NA,128,en,0.603175749537683,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,1,1,2,2,3,1,2,9,10,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,5,2,5,1,5,5,3,2,5,1,2,1,2,2,2,4,3,4,3,4,1,2,1,2,2,0,1,2,4,1,3,3,3,5,1,5,1,1,3,1,3,2,1,3,3,3,3,3,3,2,2,3,3,6,3,4,4,1,NA,82666,6,1,10,5,6,10,10,10,7,10,6,2,1,1,3,1,3,4,2,2,4,0,8,NA,7,2,0,1,0,0,1,1,1,1,1,5,1,6,6,8,1,4,1,3,1,1,4,3,3,2,2,2,1,2,2,2,1970,48,4,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,5,3,3,2,0,1,0,1,3,1,NA,41,NA,NA,83,NA,NA,5
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050026,8463,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,30,18.29,18.59,20180315,NA,NA,NA,128,en,1.7009890094576,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,1,2,1,2,2,4,4,1,3,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,4,1,4,2,4,4,5,1,4,4,4,2,2,3,4,4,3,4,3,1,4,2,3,1,2,1,1,2,2,3,3,6,1,6,5,5,3,3,4,2,2,4,3,4,4,4,2,3,2,1,1,1,4,4,4,2,NA,82602,3,5,10,7,10,7,10,1,5,5,5,2,1,1,3,3,4,3,2,2,4,0,8,NA,1,1,1,1,1,1,9,1,1,1,1,10,5,10,10,5,1,8,1,1,1,2,4,4,4,3,3,3,4,4,4,1,1991,27,2,1,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,35,NA,4,NA,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050027,8463,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,38,12,12.38,20180223,NA,NA,NA,128,en,1.30913846118891,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,2,2,2,3,1,3,3,4,6,4,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,1,2,2,5,2,4,2,4,2,2,1,2,2,2,2,3,4,3,3,3,1,1,4,2,1,1,1,3,1,3,3,3,5,1,3,7,3,2,1,4,2,1,1,1,2,2,1,2,1,1,1,2,3,1,1,3,1,NA,82603,10,1,10,10,8,5,10,7,5,10,6,3,2,4,2,2,2,4,2,1,4,0,8,NA,6,1,1,0,0,0,4,1,1,1,1,10,1,8,10,5,3,3,1,7,1,4,4,3,1,1,2,3,1,4,4,1,1980,38,3,2,1,826,GB,1,826,GB,0,372,IE,6,1,0,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,1,23,NA,6,NA,NA,NA,7
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050028,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,51,9.43,10.34,20180322,NA,NA,NA,128,en,0.68410488734949,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,2,3,1,1,1,2,4,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,4,1,2,2,4,2,4,2,4,1,1,1,3,3,3,2,3,4,3,3,1,2,2,4,3,1,1,2,2,1,3,3,3,3,6,6,5,9,3,2,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,NA,NA,82666,8,3,8,3,10,8,10,4,8,6,3,1,1,1,2,1,3,3,2,NA,4,8,4,NA,4,1,1,1,1,1,10,1,2,1,1,5,1,5,9,9,3,1,1,8,1,1,2,3,2,1,1,1,1,4,1,2,1939,79,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,3,1,1,1,3,2,0,1,0,1,4,4,2,52,NA,6,72,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050029,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,44,15.59,16.43,20180307,NA,NA,NA,128,en,0.784979960243261,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,3,3,2,3,3,4,7,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,4,1,2,3,4,4,3,2,3,1,3,3,2,2,2,2,3,4,3,3,2,3,1,2,2,1,1,1,4,3,3,3,3,6,4,3,3,3,2,2,3,3,2,3,2,2,2,3,3,2,2,1,2,5,2,2,3,2,NA,82666,2,5,3,3,6,5,7,5,9,4,4,2,2,2,NA,4,3,2,2,NA,4,0,8,NA,7,2,0,0,0,0,2,1,2,1,1,6,2,3,6,5,2,2,1,1,1,1,4,2,2,1,1,1,2,2,2,1,1975,43,3,2,1,826,GB,1,826,GB,1,826,GB,3,1,2,2,5,3,NA,NA,5,3,NA,NA,5,NA,2,94,NA,7,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050030,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,39,15.44,16.23,20180313,NA,NA,NA,128,en,1.05356066059395,2.8324437360179,0.56,UKC,UKC2,NA,NA,3,1,2,3,4,1,4,1,1,10,10,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,2,4,4,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,1,2,1,2,2,0,2,2,4,2,3,3,3,5,5,5,5,5,3,1,4,4,2,4,4,4,4,3,3,3,3,2,4,6,2,2,3,2,NA,82666,5,5,5,6,7,5,10,6,8,10,6,3,3,1,3,3,4,3,3,3,3,0,8,NA,7,2,0,0,0,0,1,10,1,1,1,7,1,1,5,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,1991,27,2,1,1,826,GB,1,826,GB,1,826,GB,6,1,1,3,5,3,NA,NA,2,1,2,1,1,NA,2,72,NA,8,NA,NA,NA,4
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050031,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,57,11.06,12.03,20180313,NA,NA,NA,128,en,0.577149465015332,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,2,2,4,1,2,2,2,7,6,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,1,1,2,2,2,4,1,2,1,1,1,3,4,4,2,3,3,3,3,2,1,3,4,2,1,2,1,3,1,1,2,1,4,7,5,5,8,1,1,3,2,1,3,1,2,2,3,2,1,2,2,3,2,1,2,2,2,NA,82602,9,4,3,9,10,4,3,4,3,5,4,1,1,1,2,2,3,2,3,3,3,0,8,NA,3,1,1,1,0,1,5,9,4,3,1,4,4,1,9,7,2,5,2,10,1,1,4,2,3,1,2,2,1,1,1,1,1955,63,5,3,1,826,GB,1,826,GB,1,826,GB,3,1,1,1,8,3,NA,NA,0,1,0,1,7,NA,1,53,NA,7,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050032,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,71,16.56,18.07,20180316,NA,NA,NA,128,en,1.26736156251838,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,2,2,2,4,2,3,2,2,10,6,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,5,1,2,2,2,4,3,2,4,2,3,3,4,3,3,2,3,4,3,4,3,2,2,4,3,1,1,1,3,1,3,3,2,3,5,5,1,5,3,2,3,3,2,3,3,4,4,4,3,2,2,3,4,2,2,1,1,3,NA,82607,5,5,5,5,6,6,6,7,1,5,5,2,2,3,3,1,1,3,3,1,2,0,8,NA,3,2,0,0,1,1,2,4,9,10,5,5,5,3,5,7,1,5,5,10,1,1,2,4,2,1,1,1,3,3,1,1,1982,36,3,2,1,826,GB,1,826,GB,1,826,GB,1,1,1,3,3,2,5,3,2,1,5,3,1,2,2,13,NA,6,24,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050033,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,71,11.33,12.44,20180326,NA,NA,NA,128,en,1.00593723734237,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,2,3,1,3,1,2,8,8,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,3,1,2,3,4,3,3,2,4,1,2,1,3,NA,1,2,3,3,3,3,1,2,2,1,2,0,2,2,4,1,3,3,3,3,5,8,2,5,2,1,3,2,1,3,1,3,3,3,3,2,2,2,NA,5,3,3,2,2,NA,82602,8,2,7,8,8,NA,9,8,7,7,6,2,3,2,3,2,3,3,2,3,3,2,8,NA,7,2,1,1,0,1,3,1,2,1,1,6,2,6,5,8,2,2,1,8,1,2,2,3,3,1,2,2,2,3,3,2,1970,48,4,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,3,2,1,2,1,0,1,0,1,2,1,2,51,NA,NA,51,NA,NA,NA
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050034,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,69,13.41,14.5,20180307,NA,NA,NA,128,en,0.843121331244244,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,2,1,1,3,1,2,10,10,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,2,1,1,3,2,2,1,1,1,2,1,1,2,2,2,1,3,2,3,3,1,2,3,2,2,1,2,1,3,2,3,3,3,6,8,7,10,2,2,1,3,2,3,3,2,4,4,4,4,2,3,3,3,4,3,1,3,1,NA,82602,1,1,9,8,10,8,10,6,10,10,8,1,1,2,NA,1,4,2,2,2,3,8,8,NA,7,1,1,0,0,0,5,1,1,1,1,1,1,6,7,9,3,6,1,10,1,1,2,4,3,3,4,4,1,1,1,1,1937,82,6,3,1,826,GB,1,826,GB,1,826,GB,5,1,2,1,1,1,NA,NA,0,1,0,1,4,NA,2,31,NA,8,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050035,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,43,9.5,10.33,20180307,NA,NA,NA,128,en,1.00593723734237,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,1,2,3,2,3,3,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,4,1,2,3,2,2,2,2,2,1,3,2,3,3,3,2,3,3,2,2,2,3,3,2,2,1,1,1,2,1,3,3,3,7,1,5,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,2,2,NA,82602,6,9,8,10,10,10,10,9,8,9,8,2,3,1,1,1,2,2,2,2,2,0,8,NA,7,3,1,1,1,1,6,7,2,1,1,7,1,6,8,6,4,5,1,1,1,1,5,3,3,2,3,3,1,2,1,2,1969,49,4,2,1,826,GB,1,826,GB,1,826,GB,3,1,3,1,1,1,NA,NA,NA,NA,0,1,7,NA,2,51,NA,6,NA,NA,NA,1
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050036,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,72,12.43,13.55,20180313,NA,NA,NA,128,en,1.02833151864182,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,2,3,3,2,4,3,3,1,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,1,2,2,4,2,4,2,2,1,2,2,3,3,3,2,3,3,3,4,2,3,1,2,2,1,2,1,4,2,3,3,3,1,1,5,6,10,3,1,3,NA,1,4,2,4,4,4,4,3,3,2,3,5,NA,2,2,2,NA,82602,NA,1,5,10,8,10,10,5,1,10,1,1,1,2,3,3,2,4,4,4,3,0,8,NA,7,2,1,1,1,1,1,5,1,1,1,10,1,6,5,10,2,1,5,8,1,1,1,3,3,2,2,2,1,4,3,2,1979,39,3,2,1,826,GB,1,826,GB,1,826,GB,6,1,2,3,3,2,NA,NA,0,1,NA,NA,5,NA,2,53,NA,6,NA,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050037,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,52,11.38,12.3,20180307,NA,NA,NA,128,en,0.684514575521328,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,2,4,2,4,1,2,10,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,5,2,4,1,5,5,1,1,1,1,1,1,2,2,2,1,4,4,4,4,1,3,3,2,2,1,3,1,4,1,3,3,3,6,10,10,5,8,3,1,2,2,1,3,3,3,3,3,3,3,3,3,2,1,2,1,2,3,NA,82602,3,5,5,2,10,1,1,1,1,1,1,1,1,1,NA,1,4,1,3,NA,3,0,8,NA,4,1,1,0,0,1,5,1,1,1,1,10,10,10,10,10,10,4,10,1,1,1,3,1,1,1,1,1,1,1,1,2,1950,68,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,4,2,1,1,0,1,0,1,0,1,4,4,2,53,NA,7,81,NA,NA,2
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050038,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,51,17.55,18.46,20180405,NA,NA,NA,128,en,0.468296501483905,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,2,2,4,4,1,1,3,9,7,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,2,4,3,2,2,3,3,4,1,2,2,2,2,2,1,3,4,3,3,3,4,4,1,2,1,2,2,4,1,2,3,2,5,6,6,5,5,2,1,3,2,2,3,2,3,3,2,4,3,2,1,2,7,3,3,3,1,NA,82606,5,5,6,5,5,6,8,5,4,9,8,1,2,1,4,3,3,2,1,4,3,2,1,NA,1,1,1,1,1,1,9,1,1,1,1,9,1,9,9,5,1,1,1,1,1,2,4,3,4,2,2,2,2,3,4,2,1957,61,5,3,1,826,GB,1,826,GB,1,826,GB,6,1,0,1,7,3,NA,NA,0,1,5,3,4,NA,1,25,NA,6,NA,NA,NA,3
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050039,7771,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,53,15.52,16.45,20180309,NA,NA,NA,128,en,0.854854420499399,2.8324437360179,0.56,UKC,UKC2,NA,NA,2,1,1,1,2,1,2,1,1,8,7,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,2,4,1,2,4,4,4,2,2,4,1,2,1,2,2,2,3,3,3,2,3,1,2,3,1,1,1,2,1,2,1,2,2,3,6,8,6,2,1,3,2,3,3,3,3,3,3,3,3,4,3,2,3,3,2,4,4,4,1,NA,82602,8,8,8,8,2,8,8,6,6,10,7,1,1,2,3,1,4,3,2,2,4,0,8,NA,7,2,0,0,0,0,1,1,1,1,1,9,1,9,8,8,1,3,1,8,1,1,4,3,3,2,2,2,1,4,1,2,1986,32,2,2,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,7,3,5,3,0,1,NA,NA,1,1,1,32,NA,8,31,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050040,982,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,54,13.55,14.49,20180219,NA,NA,NA,128,en,0.410445678748666,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,1,1,2,4,3,1,2,9,9,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,5,3,3,2,5,5,4,2,4,1,2,2,3,2,2,1,4,4,4,4,1,3,1,4,2,1,3,1,2,1,2,2,1,9,9,5,2,2,3,1,3,3,2,2,2,3,3,2,3,2,3,2,3,8,4,4,4,1,NA,82601,5,2,10,10,9,9,10,4,5,10,9,1,1,1,4,3,3,3,2,4,4,2,8,NA,4,2,1,1,0,1,8,1,1,2,1,10,8,7,10,8,9,7,1,8,1,1,4,3,4,1,2,1,2,4,3,2,1951,67,6,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,5,3,4,2,3,2,0,1,4,4,1,33,NA,6,71,NA,NA,6
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050041,982,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,59,9.33,10.32,20180313,NA,NA,NA,128,en,0.577149465015332,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,1,1,2,1,3,2,2,7,7,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,3,2,4,2,4,3,3,3,4,4,5,1,2,2,3,2,2,3,3,4,1,4,3,2,1,2,2,1,1,1,2,1,1,1,2,4,8,5,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,4,4,1,4,1,NA,82602,3,1,7,5,5,5,10,1,3,10,7,2,1,1,3,NA,3,2,2,3,3,2,3,NA,6,3,0,0,0,0,1,1,1,1,1,5,5,5,5,5,1,5,5,5,1,1,5,3,2,3,3,2,1,1,1,1,1958,60,5,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,2,6,3,7,3,0,1,NA,NA,3,2,NA,26,NA,1,24,NA,NA,8
1,5,1-0-0 (2020-11-13),4-0-0 (2020-10-20),doi:10.4232/1.13095,doi:10.14281/18241.2,EVS5,826050042,982,826,GB,200,2018,201802,201807,8262018,1,5,NA,NA,NA,NA,NA,90,16.09,17.39,20180303,NA,NA,NA,128,en,1.00593723734237,2.8324437360179,0.56,UKC,UKC2,NA,NA,1,1,2,2,2,1,3,2,2,7,8,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,2,5,1,1,2,3,4,1,1,2,1,3,1,2,2,2,1,3,4,2,4,2,1,3,2,2,1,2,1,2,1,NA,2,2,5,7,7,5,5,1,1,3,3,3,3,3,2,2,3,3,2,3,2,2,4,4,2,3,1,NA,82602,6,3,8,8,9,7,8,3,7,8,7,1,1,1,3,2,2,2,1,3,3,2,8,NA,5,1,NA,NA,NA,NA,6,1,2,1,2,8,7,7,5,9,NA,3,3,8,1,1,3,3,3,2,2,2,1,2,1,2,1965,53,4,3,1,826,GB,1,826,GB,1,826,GB,1,1,2,4,2,1,3,2,3,2,2,1,2,1,2,52,NA,6,75,NA,NA,7
